MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1930705,Stx1b,syntaxin 1B,7,,positive regulation of excitatory postsynaptic potential,"happens in hippocampal neuron,happens in excitatory synapse",,IGI,O35526 ,J:202743 
MGI:1930705,Stx1b,syntaxin 1B,7,,positive regulation of neurotransmitter secretion,happens in hippocampal neuron,,IGI,O35526 ,J:202743 
MGI:1930705,Stx1b,syntaxin 1B,7,,positive regulation of spontaneous neurotransmitter secretion,"happens in glutamatergic synapse,happens in excitatory synapse,happens in GABA-ergic synapse,happens in inhibitory synapse",,IMP,,J:214474 
MGI:103077,Stx3,syntaxin 3,19,,long-term synaptic potentiation,,,IMP,,J:197846 
MGI:103077,Stx3,syntaxin 3,19,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:197846 
MGI:103077,Stx3,syntaxin 3,19,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:197846 
MGI:893577,Stx4a,syntaxin 4A (placental),7,,long-term synaptic potentiation,,,ISO,Q12846 ,J:164563 
MGI:107363,Stxbp1,syntaxin binding protein 1,2,,long-term synaptic depression,,,IMP,MGI:2183278 ,J:117152 
MGI:107363,Stxbp1,syntaxin binding protein 1,2,,"negative regulation of synaptic transmission, GABAergic",,,IDA,,J:115573 
MGI:107363,Stxbp1,syntaxin binding protein 1,2,,"positive regulation of glutamate secretion, neurotransmission",,,ISO,RGD:3785 ,J:155856 
MGI:1926058,Stxbp5,syntaxin binding protein 5 (tomosyn),10,,regulation of synaptic vesicle exocytosis,happens in hippocampal mossy fiber to CA3 synapse,,IDA,,J:140649 
MGI:1926058,Stxbp5,syntaxin binding protein 5 (tomosyn),10,,regulation of synaptic vesicle exocytosis,happens in hippocampal mossy fiber to CA3 synapse,,IMP,,J:140649 
MGI:2443815,Stxbp5l,syntaxin binding protein 5-like,16,,regulation of synaptic vesicle exocytosis,happens in neuromuscular junction,,EXP,,J:263474 
MGI:2443815,Stxbp5l,syntaxin binding protein 5-like,16,,regulation of synaptic vesicle exocytosis,happens in neuromuscular junction,,IDA,,J:263474 
MGI:2443815,Stxbp5l,syntaxin binding protein 5-like,16,,regulation of synaptic vesicle exocytosis,happens in neuromuscular junction,,IMP,,J:263474 
MGI:1927338,Sv2b,synaptic vesicle glycoprotein 2b,7,,regulation of synaptic vesicle exocytosis,happens in retina,,IDA,,J:163164 
MGI:1927338,Sv2b,synaptic vesicle glycoprotein 2b,7,,regulation of synaptic vesicle exocytosis,happens in retina,,IMP,,J:163164 
MGI:1922459,Sv2c,synaptic vesicle glycoprotein 2c,13,,regulation of synaptic vesicle exocytosis,"happens in dopaminergic synapse,happens in corpus striatum",,IDA,,J:241369 
MGI:1922459,Sv2c,synaptic vesicle glycoprotein 2c,13,,regulation of synaptic vesicle exocytosis,"happens in dopaminergic synapse,happens in corpus striatum",,IMP,,J:241369 
MGI:1914293,Syap1,synapse associated protein 1,X,,regulation of short-term neuronal synaptic plasticity,,,IBA,PTN001042052 ,J:265628 
MGI:2442392,Sybu,syntabulin (syntaxin-interacting),15,,regulation of synaptic activity,,,ISO,RGD:1564335 ,J:155856 
MGI:1918959,Syde1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",10,,positive regulation of synaptic transmission,,,IMP,MGI:4841821 ,J:201692 
MGI:98460,Syn1,synapsin I,X,,regulation of short-term neuronal synaptic plasticity,,,TAS,,J:212808 
MGI:98460,Syn1,synapsin I,X,,regulation of synaptic vesicle exocytosis,,,ISO,P17600 ,J:164563 
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:263446 
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:263446 
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IPI,,J:263446 
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus CA1,,IGI,MGI:1277959 ,J:98903 
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus,,IMP,MGI:3576223 ,J:97931 
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus CA1,,IMP,MGI:3580631 ,J:98903 
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,regulation of synaptic plasticity,,,ISO,RGD:621090 ,J:155856 
MGI:1328323,Syngr1,synaptogyrin 1,15,,regulation of long-term neuronal synaptic plasticity,,,IMP,,J:58559 
MGI:1328323,Syngr1,synaptogyrin 1,15,,regulation of short-term neuronal synaptic plasticity,,,IMP,,J:58559 
MGI:1099446,Synpo,synaptopodin,18,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:216149 
MGI:1099446,Synpo,synaptopodin,18,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:85310 
MGI:1099446,Synpo,synaptopodin,18,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:216149 
MGI:1099446,Synpo,synaptopodin,18,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IMP,,J:85310 
MGI:1099446,Synpo,synaptopodin,18,,regulation of long-term neuronal synaptic plasticity,"happens in hippocampal neuron,happens in telencephalon",,IMP,,J:85310 
MGI:1919253,Synpr,synaptoporin,14,,modulation of chemical synaptic transmission,,,ISO,RGD:708366 ,J:155856 
MGI:98467,Syp,synaptophysin,X,,regulation of long-term neuronal synaptic plasticity,,,IMP,,J:58559 
MGI:98467,Syp,synaptophysin,X,,regulation of neuronal synaptic plasticity,,,IBA,PTN001307300 ,J:265628 
MGI:98467,Syp,synaptophysin,X,,regulation of short-term neuronal synaptic plasticity,,,IMP,,J:58559 
MGI:98467,Syp,synaptophysin,X,,regulation of synaptic vesicle exocytosis,happens in Schaffer collateral - CA1 synapse,,IDA,,J:58559 
MGI:98467,Syp,synaptophysin,X,,regulation of synaptic vesicle exocytosis,happens in Schaffer collateral - CA1 synapse,,IMP,,J:58559 
MGI:99667,Syt1,synaptotagmin I,10,,positive regulation of calcium ion-dependent exocytosis of neurotransmitter,,,IMP,,J:76452 
MGI:99667,Syt1,synaptotagmin I,10,,positive regulation of synaptic transmission,happens in hippocampal pyramidal neuron,,IMP,,J:21602 
MGI:99667,Syt1,synaptotagmin I,10,,"regulation of synaptic transmission, glutamatergic",happens in hippocampal neuron,,IMP,,J:89486 
MGI:99667,Syt1,synaptotagmin I,10,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:3803 ,J:155856 
MGI:101759,Syt4,synaptotagmin IV,18,,negative regulation of neurotransmitter secretion,,,ISO,RGD:68397 ,J:155856 
MGI:101759,Syt4,synaptotagmin IV,18,,negative regulation of short-term neuronal synaptic plasticity,regulates a function/process that happens in hippocampal formation,,IMP,,J:235426 
MGI:101759,Syt4,synaptotagmin IV,18,,negative regulation of synaptic vesicle exocytosis,"happens in hippocampal neuron,regulates_transport_of UniProtKB:P21237",,IMP,,J:161262 
MGI:101759,Syt4,synaptotagmin IV,18,,"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation",,EXP,,J:161262 
MGI:101759,Syt4,synaptotagmin IV,18,,"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:161262 
MGI:101759,Syt4,synaptotagmin IV,18,,"regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission","happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:161262 
MGI:1859545,Syt7,synaptotagmin VII,19,,short-term synaptic potentiation,,,IDA,,J:228494 
MGI:1859545,Syt7,synaptotagmin VII,19,,short-term synaptic potentiation,,,IMP,,J:207968 
MGI:2159601,Syt12,synaptotagmin XII,19,,long-term synaptic potentiation,,,IMP,,J:198642 
MGI:2159601,Syt12,synaptotagmin XII,19,,presynaptic modulation of chemical synaptic transmission,"happens in hippocampal formation,happens in hippocampal mossy fiber to CA3 synapse",,IDA,,J:198642 
MGI:2159601,Syt12,synaptotagmin XII,19,,presynaptic modulation of chemical synaptic transmission,"happens in hippocampal mossy fiber to CA3 synapse,happens in hippocampal formation",,IMP,,J:198642 
MGI:98474,Tac1,tachykinin 1,6,,"positive regulation of synaptic transmission, cholinergic",,,ISO,RGD:3807 ,J:155856 
MGI:98474,Tac1,tachykinin 1,6,,"positive regulation of synaptic transmission, GABAergic",,,ISO,RGD:3807 ,J:155856 
MGI:98475,Tacr1,tachykinin receptor 1,6,,"positive regulation of synaptic transmission, cholinergic",,,ISO,RGD:3811 ,J:155856 
MGI:98475,Tacr1,tachykinin receptor 1,6,,"positive regulation of synaptic transmission, GABAergic",,,ISO,RGD:3811 ,J:155856 
MGI:98477,Tacr2,tachykinin receptor 2,10,,"positive regulation of acetylcholine secretion, neurotransmission",,,ISO,RGD:3812 ,J:155856 
MGI:2443456,Tbc1d24,"TBC1 domain family, member 24",17,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:1306143 ,J:155856 
MGI:2140950,Tent2,terminal nucleotidyltransferase 2,13,,postsynaptic modulation of chemical synaptic transmission,,,ISO,RGD:1306438 ,J:155856 
MGI:1918937,Tmem25,transmembrane protein 25,9,,negative regulation of excitatory postsynaptic potential,,,IBA,PTN002932903 ,J:265628 
MGI:1918937,Tmem25,transmembrane protein 25,9,,negative regulation of excitatory postsynaptic potential,,,IMP,,J:282038 
MGI:1932411,Tmem108,transmembrane protein 108,9,,modulation of excitatory postsynaptic potential,,,IMP,,J:239156 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of synaptic transmission,"regulates a function/process that happens in hippocampal formation,happens in hippocampal formation,happens in glial cell,regulates a function/process that happens in hippocampal neuron",,IMP,,J:265635 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of synaptic transmission,,,ISO,RGD:3876 ,J:155856 
MGI:99516,Tnr,tenascin R,1,,long-term synaptic potentiation,,,IMP,MGI:2154583 ,J:121966 
MGI:99516,Tnr,tenascin R,1,,long-term synaptic potentiation,,,IMP,MGI:2154583 ,J:126864 
MGI:99516,Tnr,tenascin R,1,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:85909 
MGI:99516,Tnr,tenascin R,1,,modulation of chemical synaptic transmission,regulates chemical synaptic transmission,,IMP,MGI:2154583 ,J:85909 
MGI:99516,Tnr,tenascin R,1,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IMP,,J:85909 
MGI:99516,Tnr,tenascin R,1,,negative regulation of synaptic transmission,,,IMP,MGI:2154583 ,J:89339 
MGI:99516,Tnr,tenascin R,1,,"positive regulation of synaptic transmission, glutamatergic","positively regulates synaptic transmission, glutamatergic",,IMP,MGI:2154583 ,J:126864 
MGI:1915058,Tprg1l,transformation related protein 63 regulated 1 like,4,,negative regulation of synaptic transmission,,,IMP,MGI:6385150 ,J:300759 
MGI:1915058,Tprg1l,transformation related protein 63 regulated 1 like,4,,presynaptic modulation of chemical synaptic transmission,,,ISO,RGD:1590079 ,J:155856 
MGI:1915058,Tprg1l,transformation related protein 63 regulated 1 like,4,,"regulation of synaptic transmission, glutamatergic",,,ISO,RGD:1590079 ,J:155856 
MGI:1915058,Tprg1l,transformation related protein 63 regulated 1 like,4,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:1590079 ,J:155856 
MGI:1927230,Trio,triple functional domain (PTPRF interacting),15,,modulation of chemical synaptic transmission,,,ISO,RGD:1308360 ,J:155856 
MGI:1927230,Trio,triple functional domain (PTPRF interacting),15,,postsynaptic modulation of chemical synaptic transmission,,,ISO,O75962 ,J:164563 
MGI:2442819,Tshz3,teashirt zinc finger family member 3,7,,long-term synaptic potentiation,,,IMP,,J:238433 
MGI:2442819,Tshz3,teashirt zinc finger family member 3,7,,"positive regulation of synaptic transmission, glutamatergic",,,IMP,,J:238433 
MGI:1920960,Tubb2b,"tubulin, beta 2B class IIB",13,,modulation of chemical synaptic transmission,"happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IDA,,J:262218 
MGI:1920960,Tubb2b,"tubulin, beta 2B class IIB",13,,modulation of chemical synaptic transmission,"happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse",,IMP,,J:262218 
MGI:1277211,Tyrobp,TYRO protein tyrosine kinase binding protein,7,,negative regulation of long-term synaptic potentiation,"happens in hippocampal formation,regulates a function/process that happens in Schaffer collateral - CA1 synapse,happens in microglial cell",,IMP,,J:96801 
MGI:105098,Ube3a,ubiquitin protein ligase E3A,7,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IDA,,J:224839 
MGI:105098,Ube3a,ubiquitin protein ligase E3A,7,,modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in hippocampal formation",,IMP,,J:224839 
MGI:1276123,Ucn,urocortin,5,,"regulation of synaptic transmission, glutamatergic",,,ISO,RGD:3929 ,J:155856 
MGI:3051532,Unc13a,unc-13 homolog A,8,,long-term synaptic potentiation,,,ISO,RGD:619722 ,J:155856 
MGI:3051532,Unc13a,unc-13 homolog A,8,,positive regulation of neurotransmitter secretion,positively regulates neurotransmitter secretion,,IMP,MGI:2449468 ,J:74347 
MGI:3051532,Unc13a,unc-13 homolog A,8,,positive regulation of synaptic plasticity,regulates a function/process that happens in calyx of Held,,IGI,Q8K0T7 Q9Z1N9 ,J:197134 
MGI:3051532,Unc13a,unc-13 homolog A,8,,regulation of short-term neuronal synaptic plasticity,,,IMP,MGI:2449468 ,J:74343 
MGI:1342278,Unc13b,unc-13 homolog B,4,,negative regulation of synaptic plasticity,regulates a function/process that happens in calyx of Held,,IGI,Q8K0T7 ,J:197134 
MGI:1342278,Unc13b,unc-13 homolog B,4,,regulation of presynaptic dense core granule exocytosis,,,ISO,RGD:619723 ,J:155856 
MGI:1342278,Unc13b,unc-13 homolog B,4,,regulation of short-term neuronal synaptic plasticity,,,IMP,MGI:2449706 ,J:74343 
MGI:1342278,Unc13b,unc-13 homolog B,4,,regulation of short-term neuronal synaptic plasticity,"regulates a function/process that happens in hippocampal mossy fiber,regulates a function/process that happens in hippocampal pyramidal neuron,regulates a function/process that happens in hippocampus CA3",,IMP,,J:235262 
MGI:2149021,Unc13c,unc-13 homolog C,9,,negative regulation of synaptic plasticity,regulates a function/process that happens in calyx of Held,,IGI,Q9Z1N9 ,J:197134 
MGI:1934029,Usp8,ubiquitin specific peptidase 8,2,,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission",,,ISO,RGD:1304979 ,J:155856 
MGI:1916977,Usp46,ubiquitin specific peptidase 46,5,,"regulation of synaptic transmission, GABAergic",,,IMP,,J:150364 
MGI:1346329,Uts2,urotensin 2,4,,"positive regulation of synaptic transmission, cholinergic",,,ISO,RGD:3930 ,J:155856 
MGI:1313277,Vamp2,vesicle-associated membrane protein 2,11,,long-term synaptic potentiation,,,IMP,,J:197846 
MGI:1343180,Vgf,VGF nerve growth factor inducible,5,,modulation of chemical synaptic transmission,,,ISO,RGD:69399 ,J:155856 
MGI:1343180,Vgf,VGF nerve growth factor inducible,5,,regulation of neuronal synaptic plasticity,,,ISO,RGD:69399 ,J:155856 
MGI:1343180,Vgf,VGF nerve growth factor inducible,5,,regulation of synaptic plasticity,,,IBA,PTN000389225 ,J:265628 
MGI:2443626,Vps18,VPS18 CORVET/HOPS core subunit,2,,regulation of synaptic vesicle exocytosis,,,ISO,Q9P253 ,J:164563 
MGI:1890467,Vps35,VPS35 retromer complex component,8,,modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in UBERON:0002420",,IDA,,J:274797 
MGI:1890467,Vps35,VPS35 retromer complex component,8,,modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in UBERON:0002420",,IEP,,J:274797 
MGI:1890467,Vps35,VPS35 retromer complex component,8,,modulation of chemical synaptic transmission,"happens in dopaminergic synapse,happens in UBERON:0002420",,IMP,,J:274797 
